query_no,latency,aqp_std,true_std,true_aggregate,count
8,0.035039055000000374,2315.0330541017192,2362.136455838231,558,558
8,0.035039055000000374,1726.462016114218,1705.8473903019578,291,291
8,0.035039055000000374,5371.207208438009,5389.022265216577,2905,2905
8,0.035039055000000374,2816.541891039426,2763.9494032995613,764,764
8,0.035039055000000374,6250.216175602282,6251.77669946712,3910,3910
8,0.035039055000000374,7744.271687033307,7678.8794755485,5900,5900
8,0.035039055000000374,5120.2115990350885,5094.434294796626,2596,2596
8,0.035039055000000374,3126.274858360498,3123.9474105688782,976,976
8,0.035039055000000374,3838.24076658683,3806.2974659109345,1449,1449
8,0.035039055000000374,6382.967455683429,6405.71221450043,4105,4105
8,0.035039055000000374,2382.1265773299565,2321.5747842789815,539,539
8,0.035039055000000374,2168.2560695421166,2137.706984364321,457,457
8,0.035039055000000374,2702.1965561968377,2758.5178772304525,761,761
8,0.035039055000000374,1401.5252298419816,1326.6382415715295,176,176
8,0.035039055000000374,5233.65387106389,5144.219415129957,2647,2647
8,0.035039055000000374,184.1393190036726,141.42134209517317,2,2
8,0.035039055000000374,12575.65298464593,12510.566055299016,15676,15676
8,0.035039055000000374,5102.505822042584,5119.875498095633,2622,2622
8,0.035039055000000374,6575.776445932635,6513.216445351712,4244,4244
8,0.035039055000000374,945.0614463519647,894.4236132839965,80,80
8,0.035039055000000374,1093.2602843936918,1099.9933449798687,121,121
8,0.035039055000000374,5250.9903142066505,5220.399306949614,2726,2726
8,0.035039055000000374,3178.9409988546327,3171.5907623777694,1006,1006
8,0.035039055000000374,866.8040749539861,860.2293438380256,74,74
8,0.035039055000000374,1196.5752445390553,1153.2485902874541,133,133
9,0.054281183000000066,1045.0466168808912,1140.1680139347884,130,130
9,0.054281183000000066,3441.1430870461254,3358.3816959958554,1128,1128
9,0.054281183000000066,359.1917693360038,374.1654767612854,14,14
9,0.054281183000000066,1663.6376851740633,1752.1146512143548,307,307
9,0.054281183000000066,1483.7159434628654,1431.7674304858315,205,205
9,0.054281183000000066,2168.4201490156365,2167.8973914832777,470,470
9,0.054281183000000066,750.7816144121757,741.6178092521781,55,55
9,0.054281183000000066,3668.1219116868697,3560.6729948143234,1268,1268
9,0.054281183000000066,2180.1868477122584,2125.9811137448987,452,452
9,0.054281183000000066,919.382267940872,877.4930603714198,77,77
9,0.054281183000000066,1431.2217790338832,1438.734565859874,207,207
9,0.054281183000000066,840.693483411064,818.5325350894734,67,67
9,0.054281183000000066,1346.5772329853712,1315.2832664487144,173,173
9,0.054281183000000066,2345.4727371755225,2229.2942809328697,497,497
9,0.054281183000000066,459.98483822895423,469.0410600363256,22,22
9,0.054281183000000066,2419.939164303303,2437.139135133651,594,594
9,0.054281183000000066,1188.9844626392385,1199.9913599688957,144,144
9,0.054281183000000066,2533.624251895768,2523.805505778922,637,637
9,0.054281183000000066,1231.7539243550443,1187.425837263111,141,141
9,0.054281183000000066,414.1781647710541,387.2980441468818,15,15
9,0.054281183000000066,3185.277622343849,3128.7444061476162,979,979
